"","GEOID","state","county_name","geometry","distance_nearest_farmersmarket(mile)","nearest_farmersmarket_name","nearest_farmersmarket_id","market_county_geoid","market_county_name","farmersmarket_desert"
"2693","48013","Texas","Atascosa",c(-246790.617230691, 650020.960473155),30.1688276531514,"Tri-County Farmers Market Association V","312986","48029","Bexar",TRUE
"2694","38063","North Dakota","Nelson",c(-165129.846974753, 2771389.69224982),7.69284267754262,"Lake Leelanau Farmers Market","311032","38063","Nelson",FALSE
"2695","38061","North Dakota","Mountrail",c(-476371.6756293, 2816213.78090981),34.5918537531531,"North Prairie Farmers' Markets","311599","38101","Ward",TRUE
"2696","38089","North Dakota","Stark",c(-509552.390292766, 2664602.41612163),8.913805832951,"Roughrider Homegrowers Farmers' Market","311601","38089","Stark",FALSE
"2697","19049","Iowa","Dallas",c(161979.667895105, 2077314.57938694),5.19331063883588,"Adel Farmers Market","310148","19049","Dallas",FALSE
"2698","19021","Iowa","Buena Vista",c(69097.8392807193, 2193446.91579189),6.7737713592247,"Storm Lake Farmers Market","310285","19021","Buena Vista",FALSE
"2699","19015","Iowa","Boone",c(170054.083213453, 2116835.85418871),15.4468381078533,"Ames Main Street Farmers Market","313778","19169","Story",FALSE
"2700","19141","Iowa","O'Brien",c(30378.5646777412, 2232108.28528878),7.75008803481756,"Paullina Farmers' Market","310262","19141","O'Brien",FALSE
"2701","19091","Iowa","Humboldt",c(145840.169756273, 2199099.93292994),3.87024915965046,"Humboldt Farmers Market","310209","19091","Humboldt",FALSE
"2702","48101","Texas","Cottle",c(-391816.469790453, 1232468.9870732),93.9516446035852,"Hobart Main Street Farmers Market","312380","40075","Kiowa",TRUE
"2703","48183","Texas","Gregg",c(110586.069652843, 1046022.96472117),4.51544527432688,"Historic Longview Farmers Market","312907","48183","Gregg",FALSE
"2704","48233","Texas","Hutchinson",c(-479139.346858402, 1434320.83549845),51.8526913402298,"Amarillo Community Market","312833","48375","Potter",TRUE
"2705","48127","Texas","Dimmit",c(-368888.231532811, 601955.941972951),75.9026692385207,"Tri County Farmers Market Association","312981","48325","Medina",TRUE
"2706","48447","Texas","Throckmorton",c(-297601.424001382, 1128130.08573695),58.6587373528103,"Abilene Farmers Market","314320","48441","Taylor",TRUE
"2707","48337","Texas","Montague",c(-158792.055296689, 1180165.57884261),33.7478004274172,"Decatur Community Market","312870","48497","Wise",TRUE
"2708","48159","Texas","Franklin",c(72420.3024246806, 1123168.70296807),15.7328973047029,"Winnsboro Farmers Market","314027","48499","Wood",FALSE
"2709","48445","Texas","Terry",c(-586613.161507457, 1142246.89857465),34.663916711971,"Apple Country Farmers Market II","312837","48303","Lubbock",TRUE
"2710","38083","North Dakota","Sheridan",c(-329017.424920249, 2738796.34713995),37.8826986740325,"Lewis & Clark Farmers' Market","311597","38055","McLean",TRUE
"2711","39091","Ohio","Logan",c(1026845.98950444, 1996685.68599089),20.1004610709626,"The Woodruff Farm Connection Market","314288","39021","Champaign",TRUE
"2712","39063","Ohio","Hancock",c(1026235.67365491, 2065882.90215224),26.7178474626666,"Fremont Farmers Market","312226","39173","Wood",TRUE
"2713","39121","Ohio","Noble",c(1229984.38719034, 1955047.36105476),21.4554047849815,"Barnersville Farmers Market","312165","39013","Belmont",TRUE
"2714","20051","Kansas","Ellis",c(-284903.535651242, 1770313.72467981),1.75152481430667,"Hays Area Farmers Market I","310342","20051","Ellis",FALSE
"2715","20143","Kansas","Ottawa",c(-141325.356000569, 1790988.38883772),3.04622205987453,"Minneapolis Farmers Market","310369","20143","Ottawa",FALSE
"2716","20169","Kansas","Saline",c(-141983.360625481, 1751908.49729127),4.64813754575269,"Salina Farmers' Market","310389","20169","Saline",FALSE
"2717","20155","Kansas","Reno",c(-181542.646933839, 1659543.92966547),6.37524288987517,"Arlington Farm and Art Market","310302","20155","Reno",FALSE
"2718","20105","Kansas","Lincoln",c(-189290.139512426, 1782183.99476426),26.2167902491039,"STEP BACK IN TIME FOOD MARKET LLC","310395","20167","Russell",TRUE
"2719","30011","Montana","Carter",c(-666108.476413299, 2532955.0997159),71.7639082601748,"Harvest Farmers' Market","313713","56011","Crook",TRUE
"2720","30079","Montana","Prairie",c(-716802.00551516, 2687640.01062226),35.5437527393598,"Glendive Saturday Farmers Market","311418","30021","Dawson",TRUE
"2721","31037","Nebraska","Colfax",c(-89925.4265832118, 2063750.68845776),21.6176213067037,"David City Farmers Market","301111","31023","Butler",TRUE
"2722","31041","Nebraska","Custer",c(-309113.836314294, 2049161.73035306),4.51728846085302,"Market on the Square (BrokenkBow)","301107","31041","Custer",FALSE
"2723","48461","Texas","Upton",c(-572395.096146842, 939685.534621281),43.3552611702931,"Midland Downtown Farmers' Market","312927","48329","Midland",TRUE
"2724","48163","Texas","Frio",c(-303627.612450559, 648865.170254633),27.283635753051,"Tri County Farmers Market Association","312981","48325","Medina",TRUE
"2725","48179","Texas","Gray",c(-433164.248963988, 1382660.05772015),59.0601829058072,"Amarillo Community Market","312833","48375","Potter",TRUE
"2726","48425","Texas","Somervell",c(-166415.019734787, 1018096.78815805),1.3271269013965,"Sweet Magnolia Market","312975","48425","Somervell",FALSE
"2727","48211","Texas","Hemphill",c(-382223.608667263, 1429130.35857004),63.7090297019414,"Woodward Farmers' Market Association","300358","40153","Woodward",TRUE
"2728","48107","Texas","Crosby",c(-488124.303403272, 1185529.75102668),31.2788882731197,"Lubbock Farmers' Market","312921","48303","Lubbock",TRUE
"2729","48433","Texas","Stonewall",c(-393980.231073187, 1132108.55754419),58.9274435801913,"Abilene Farmers Market","314320","48441","Taylor",TRUE
"2730","27121","Minnesota","Pope",c(43360.1183683211, 2511004.17099609),4.54016005703626,"Starbuck Farmers' Market","307494","27121","Pope",FALSE
"2731","39023","Ohio","Clark",c(1032072.98286776, 1944069.99624348),14.0271569854169,"The Woodruff Farm Connection Market","314288","39021","Champaign",FALSE
"2732","39059","Ohio","Guernsey",c(1221861.54647127, 1986234.41001437),17.4402498432978,"Barnersville Farmers Market","312165","39013","Belmont",FALSE
"2733","39005","Ohio","Ashland",c(1144136.93939129, 2064512.49360153),20.1256667514309,"Bellville Farmers Market","314230","39139","Richland",TRUE
"2734","39159","Ohio","Union",c(1061072.78689666, 1991109.39386587),9.69267494614829,"Union County Farmers Market - Richwood Location","312347","39159","Union",FALSE
"2735","20031","Kansas","Coffey",c(23053.5592046508, 1689394.45015032),1.83320051239676,"Burlington Farmers' Market","310311","20031","Coffey",FALSE
"2736","20171","Kansas","Scott",c(-423826.883212638, 1727798.61833664),24.2429222442659,"Wichita County Farmers' Market","310403","20203","Wichita",TRUE
"2737","20087","Kansas","Jefferson",c(52731.1612090329, 1801494.13275018),10.7515389810455,"Perry Lecompton Farmers Market","301071","20087","Jefferson",FALSE
"2738","20179","Kansas","Sheridan",c(-379145.565351818, 1823025.82329165),22.4438855364101,"Quinter Farmers Market","310386","20063","Gove",TRUE
"2739","20071","Kansas","Greeley",c(-501415.158258269, 1731998.18125515),2.97087448368913,"Greeley County's Fresh Farmers' Market","310338","20071","Greeley",FALSE
"2740","31181","Nebraska","Webster",c(-211009.696238588, 1909512.76828487),32.6156313518232,"Minden Farmers' Market","311630","31099","Kearney",TRUE
"2741","31019","Nebraska","Buffalo",c(-257069.777220224, 1986926.92178257),9.21965865740944,"Kearney Area Farmers Market","311627","31019","Buffalo",FALSE
"2742","31013","Nebraska","Box Butte",c(-580538.096905105, 2157133.54144626),37.9878603065139,"Scottsbluff Winter Farmers' Market","311637","31157","Scotts Bluff",TRUE
"2743","27159","Minnesota","Wadena",c(79242.3543560688, 2622221.01180246),12.4091830880389,"Wadena Farmers' Market - Jefferson St","307497","27159","Wadena",FALSE
"2744","28099","Mississippi","Neshoba",c(640598.301557421, 1098989.71838213),8.08934951750207,"Choctaw Farmers Market","311362","28099","Neshoba",FALSE
"2745","28065","Mississippi","Jefferson Davis",c(583607.355878794, 962821.834426875),21.9867906749505,"Pearl River Market","311394","28091","Marion",TRUE
"2746","28115","Mississippi","Pontotoc",c(636013.43853642, 1263482.35882322),2.6302105187878,"Pontotoc Farmers Market","314096","28115","Pontotoc",FALSE
"2747","40049","Oklahoma","Garvin",c(-118971.716715087, 1294578.47061451),26.6562597163665,"Canadian River Farmstand & Community Market","312370","40027","Cleveland",TRUE
"2748","40131","Oklahoma","Rogers",c(35173.9182934278, 1480402.01795258),4.28087233132252,"Claremore Farmers' Market","312375","40131","Rogers",FALSE
"2749","20187","Kansas","Stanton",c(-505786.916915804, 1629240.75987806),58.0404248795205,"Downtown Garden City Farmers' Market","310322","20055","Finney",TRUE
"2750","21173","Kentucky","Montgomery",c(1048028.7504813, 1733314.82834893),2.10582237031103,"Montgomery County Farmers' Market","301238","21173","Montgomery",FALSE
"2751","21057","Kentucky","Cumberland",c(936237.036378756, 1579165.80566075),1.33540983536839,"Cumberland County Farmers' Market","301261","21057","Cumberland",FALSE
"2752","31003","Nebraska","Antelope",c(-169575.158275733, 2132510.51228785),3.76314946959604,"Neligh Farmers Market","311631","31003","Antelope",FALSE
"2753","32027","Nevada","Pershing",c(-1866848.52494525, 2157439.3785939),70.1653910919567,"E. Center St. Farmers Market & Street Celebration","311777","32001","Churchill",TRUE
"2754","35049","New Mexico","Santa Fe",c(-895435.403203532, 1430490.77465554),26.3277111195766,"San Felipe Farmers' Market","311766","35043","Sandoval",TRUE
"2755","28135","Mississippi","Tallahatchie",c(534273.745756614, 1225824.2603793),23.6490538479374,"The Grenada, MS Farmers' Market","311400","28043","Grenada",TRUE
"2756","29039","Missouri","Cedar",c(187122.948737592, 1633982.52142971),27.4208623287963,"Walnut Grove Farmer's Market","313895","29077","Greene",TRUE
"2757","29001","Missouri","Adair",c(286831.512844574, 1913458.64444827),22.5210093742414,"Knox County Farmers Market","301419","29103","Knox",TRUE
"2758","29169","Missouri","Pulaski",c(330566.10040827, 1649747.84283749),25.2784901031296,"Farmers' Market of Laclede County","311291","29105","Laclede",TRUE
"2759","41071","Oregon","Yamhill",c(-2113543.74911253, 2777375.82224491),5.13317027259158,"Farmers Market at the Grange","312436","41071","Yamhill",FALSE
"2760","41049","Oregon","Morrow",c(-1826639.77379876, 2720046.71763747),32.2584159965195,"Hermiston Saturday Market","312442","41059","Umatilla",TRUE
"2761","22121","Louisiana","West Baton Rouge",c(449052.662076462, 831922.663061443),7.60202607551448,"Red Stick Farmers Market - Saturday Downtown Year Round","301379","22033","East Baton Rouge",FALSE
"2762","22049","Louisiana","Jackson",c(322420.659904954, 1031279.17792271),16.4077120815096,"Ruston Farmers Market","310567","22061","Lincoln",FALSE
"2763","26075","Michigan","Jackson",c(946631.026331259, 2196427.3865303),0.835151650120603,"Grand River Farmers Market","310991","26075","Jackson",FALSE
"2764","36039","New York","Greene",c(1776836.87258289, 2347267.2645879),5.88965289856629,"Shinglekill Falls Farmers Market","312083","36039","Greene",FALSE
"2765","36057","New York","Montgomery",c(1735819.70008811, 2409546.99718258),6.68070050963095,"Canajoharie Farmers' Market","311831","36057","Montgomery",FALSE
"2766","29079","Missouri","Grundy",c(205676.909649089, 1902369.33079182),25.9321139042882,"Bethany Farmers' Market","311263","29081","Harrison",TRUE
"2767","29211","Missouri","Sullivan",c(243677.103044159, 1914271.08118517),19.2575145150316,"Market on the Square","313951","29171","Putnam",FALSE
"2768","29131","Missouri","Miller",c(309698.975236851, 1692679.04340165),19.205851737375,"Sunrise Farmers' Market","311347","29029","Camden",FALSE
"2769","29015","Missouri","Benton",c(234925.371071855, 1699206.82231872),25.9808461022805,"Golden Valley Produce & Craft Market","311301","29083","Henry",TRUE
"2770","42011","Pennsylvania","Berks",c(1676339.27069011, 2111323.39396583),2.60514393804236,"Boscov's Fairgrounds Farmers' Market","312516","42011","Berks",FALSE
"2771","42087","Pennsylvania","Mifflin",c(1532756.93541429, 2104053.0159818),14.7681141039869,"Boalsburg Winter Farmers' Market","312515","42027","Centre",FALSE
"2772","26095","Michigan","Luce",c(803707.69921389, 2653290.68994988),45.0170155897596,"Bay Mills/Brimley Farmers Market","310904","26033","Chippewa",TRUE
"2773","26039","Michigan","Crawford",c(898928.095946099, 2464430.17262556),6.96948089352877,"Grayling Back To Our Roots Farmers Market","310996","26039","Crawford",FALSE
"2774","27037","Minnesota","Dakota",c(232169.630561683, 2412766.70646882),4.41419710096072,"Farmington Farmers' Market","307976","27037","Dakota",FALSE
"2775","37197","North Carolina","Yadkin",c(1361170.11327241, 1566775.96376596),5.29586321181916,"Shacktown Farmers' Market","311547","37197","Yadkin",FALSE
"2776","37063","North Carolina","Durham",c(1520805.05180799, 1580141.40466388),2.82978917092164,"Durham Farmers' Market","300006","37063","Durham",FALSE
"2777","40083","Oklahoma","Logan",c(-129065.760830055, 1430675.15649438),3.10066653380013,"Guthrie Farmers' Market","312379","40083","Logan",FALSE
"2778","40097","Oklahoma","Mayes",c(68446.980357258, 1472815.69391084),10.2286472861921,"Chouteau Farmers Market","313788","40097","Mayes",FALSE
"2779","42075","Pennsylvania","Lebanon",c(1633696.0921459, 2096685.34264117),2.64277271695096,"Lebanon Farmers Market","312573","42075","Lebanon",FALSE
"2780","51197","Virginia","Wythe",c(1311520.14545701, 1644644.61881079),2.20428455625085,"Wytheville Farmers Market","308215","51197","Wythe",FALSE
"2781","51045","Virginia","Craig",c(1376593.31087954, 1719343.49624176),8.87113836348766,"Catawba Valley Farmers Market","313053","51161","Roanoke",FALSE
"2782","51660","Virginia","Harrisonburg",c(1472870.89365035, 1844789.38710875),0.667265493907367,"Harrisonburg Farmers Market","313124","51660","Harrisonburg",FALSE
"2783","27123","Minnesota","Ramsey",c(228296.869531493, 2451102.97998144),0.864296951193266,"Little Canada Farmers' Market","308010","27123","Ramsey",FALSE
"2784","27035","Minnesota","Crow Wing",c(148547.093011927, 2611811.41890879),5.68903900872603,"Cuyuna Range Farmers' Market","307424","27035","Crow Wing",FALSE
"2785","27005","Minnesota","Becker",c(24938.5770943909, 2660499.9351708),12.1984631070372,"Lakes Area Farmers' Market","307484","27005","Becker",FALSE
"2786","37191","North Carolina","Wayne",c(1611557.41213521, 1520563.49675975),3.92594250945298,"YMCA & GoWayneGo Farmer's Market","311591","37191","Wayne",FALSE
"2787","37061","North Carolina","Duplin",c(1626888.06026801, 1474802.11032497),14.3732453661955,"Farmers Market at the Wallace Depot","311480","37061","Duplin",FALSE
"2788","42119","Pennsylvania","Union",c(1570612.14558066, 2151855.7870378),7.99673624884011,"Lewisburg Farmers Market","313924","42119","Union",FALSE
"2789","42081","Pennsylvania","Lycoming",c(1562029.57303028, 2193576.11931335),7.59636948786882,"Williamsport Growers' Market","312656","42081","Lycoming",FALSE
"2790","51640","Virginia","Galax",c(1330012.1339497, 1619095.8526384),0.467830453533459,"Galax Farmers Market","313116","51640","Galax",FALSE
"2791","53013","Washington","Columbia",c(-1676888.59914975, 2783969.40630853),19.3621650061128,"Pomeroy Farmers Market","313410","53023","Garfield",FALSE
"2792","55087","Wisconsin","Outagamie",c(597863.221827454, 2404406.6167269),4.25315262767129,"Wagners Market","313627","55087","Outagamie",FALSE
"2793","27003","Minnesota","Anoka",c(215915.506342925, 2479239.80173383),2.8098449981326,"Ham Lake Farmers' & Artisan Market","307985","27003","Anoka",FALSE
"2794","27095","Minnesota","Mille Lacs",c(183993.904595316, 2552193.4454347),9.38973211182233,"Onamia Area Farmers' Market","307909","27095","Mille Lacs",FALSE
"2795","27029","Minnesota","Clearwater",c(47043.7648809974, 2731577.29920103),3.47324389070507,"Bagley Area Farmers' Market","307456","27029","Clearwater",FALSE
"2796","37003","North Carolina","Alexander",c(1320283.15517696, 1533068.64735418),14.4112277389303,"Claremont Tailgate Market","311462","37035","Catawba",FALSE
"2797","38031","North Dakota","Foster",c(-218713.582370353, 2721557.22591445),52.7332207177962,"Lake Leelanau Farmers Market","311032","38063","Nelson",TRUE
"2798","38045","North Dakota","LaMoure",c(-195309.770276524, 2610158.08106514),22.5357216927528,"Coteau Hills Farmers' Market","311593","38045","LaMoure",TRUE
"2799","38069","North Dakota","Pierce",c(-297654.828571626, 2811806.47705028),23.641810360671,"Rolette Farmers' Market","311600","38079","Rolette",TRUE
"2800","42079","Pennsylvania","Luzerne",c(1653330.43598993, 2193508.87804859),1.59346135014659,"Nuangola Farmer's Market","312603","42079","Luzerne",FALSE
"2801","13307","Georgia","Webster",c(1073456.23356925, 1061737.7299823),18.463703153622,"Lenny's Market","309577","13261","Sumter",FALSE
"2802","46037","South Dakota","Day",c(-125875.21725306, 2487609.50925885),41.4475156746608,"Watertown Farmers' Market","312755","46029","Codington",TRUE
"2803","55077","Wisconsin","Marquette",c(528512.725424703, 2332543.79278385),13.8682418129968,"Princeton Farm to Fork Farmers' Market","313580","55047","Green Lake",FALSE
"2804","55103","Wisconsin","Richland",c(448997.754536733, 2277803.25066108),3.5652927111333,"Richland Area Farmers' Market","313585","55103","Richland",FALSE
"2805","56017","Wyoming","Hot Springs",c(-995507.387590837, 2368260.98410691),12.5163223649954,"Thermopolis Farmers Market","313739","56017","Hot Springs",FALSE
"2806","28025","Mississippi","Clay",c(664178.544062161, 1201741.45098981),39.1681127695445,"Winston County Farmers' Market","311404","28159","Winston",TRUE
"2807","28139","Mississippi","Tippah",c(643205.9031247, 1324883.95154339),19.0996202414787,"Biscuits & Jam Farmers' Market","311360","28145","Union",FALSE
"2808","28119","Mississippi","Quitman",c(521650.672920148, 1258742.35432806),16.1369969629661,"Crossroads Farmers' Market","311367","28027","Coahoma",FALSE
"2809","39073","Ohio","Hocking",c(1148292.23080015, 1912445.39830327),24.1611200697492,"Athens Farmers Market","314080","39009","Athens",TRUE
"2810","39175","Ohio","Wyandot",c(1058574.72264121, 2052146.67137569),17.7018786078392,"T & OC Farmers' Market","312335","39033","Crawford",FALSE
"2811","39151","Ohio","Stark",c(1219516.09202514, 2072233.26959576),5.09005587906283,"North Canton Farmers' Market","301485","39151","Stark",FALSE
"2812","46125","South Dakota","Turner",c(-92717.4496814529, 2257968.70105518),14.7022500143111,"Freeman Farmers' Market","312748","46067","Hutchinson",FALSE
"2813","46033","South Dakota","Custer",c(-597711.701127144, 2321836.36078582),30.4668548290397,"Black Hills Farmers Market","312742","46103","Pennington",TRUE
"2814","46017","South Dakota","Buffalo",c(-255776.821596983, 2347143.7700162),24.2284900514957,"Hyde County Farmers' Market","312751","46069","Hyde",TRUE
"2815","17193","Illinois","White",c(678656.030440583, 1700559.02852593),13.4389338245368,"New Harmony Farmers' and Artisans' Market","310101","18129","Posey",FALSE
"2816","18043","Indiana","Floyd",c(872463.814639652, 1744921.23449917),0.610794256376404,"Floyds Knobs Farmers Market","310050","18043","Floyd",FALSE
"2817","18007","Indiana","Benton",c(728066.966277677, 1988200.02067255),22.9503398453857,"West Lafayette Farmers Market","300350","18157","Tippecanoe",TRUE
"2818","28123","Mississippi","Scott",c(604194.375787509, 1057622.96129418),21.9320198829964,"Newton County farmers market","311388","28101","Newton",TRUE
"2819","28101","Mississippi","Newton",c(643335.439102328, 1059687.45078893),6.1647758522345,"Newton County farmers market","311388","28101","Newton",FALSE
"2820","29121","Missouri","Macon",c(291340.745834998, 1873272.48815642),9.10466969997739,"Southside Farmers' Market","311342","29121","Macon",FALSE
"2821","29067","Missouri","Douglas",c(308878.238062386, 1548911.83318125),27.3534320103001,"Willow Springs Farmers' Market","311358","29091","Howell",TRUE
"2822","39141","Ohio","Ross",c(1101966.35437175, 1887905.29569346),40.9152076676091,"Portsmouth Farmers Market","312308","39145","Scioto",TRUE
"2823","39077","Ohio","Huron",c(1112307.14997188, 2093926.73254266),30.0511268411665,"Ralph's Joy of Living Farmers' Market","312310","39143","Sandusky",TRUE
"2824","39047","Ohio","Fayette",c(1064911.42204868, 1908035.13782844),35.569060262592,"Merion Village Farmers' Market","312277","39049","Franklin",TRUE
"2825","46063","South Dakota","Harding",c(-584554.561995997, 2533271.80282031),75.7442571095542,"Gages Gardens & Greenhouses Farmers Market","312749","46081","Lawrence",TRUE
"2826","47075","Tennessee","Haywood",c(602817.10787305, 1413374.74013757),17.8632572564893,"Ripley Downtown Farmers' Market","312820","47097","Lauderdale",FALSE
"2827","18039","Indiana","Elkhart",c(837500.590558065, 2110584.71362453),1.40935976124065,"Goshen Farmers Market","310054","18039","Elkhart",FALSE
"2828","18033","Indiana","DeKalb",c(910772.69371939, 2096270.80268253),14.3817257465079,"Sweeney's Sweet Corn and Farm Market","310127","18113","Noble",FALSE
"2829","13063","Georgia","Clayton",c(1071122.39842892, 1229489.4259048),1.03461141239262,"Jonesboro Farmers Market","309572","13063","Clayton",FALSE
"2830","13171","Georgia","Lamar",c(1097556.92686951, 1180411.08013336),1.8847053882405,"Barnesville/Lamar County Farmers Market","309480","13171","Lamar",FALSE
"2831","27041","Minnesota","Douglas",c(42437.1449009604, 2549620.36937324),4.7060292876443,"Alexandria Farmers' Market","307477","27041","Douglas",FALSE
"2832","28031","Mississippi","Covington",c(608637.116525966, 971574.471287535),25.0306617695049,"Laurel Farmers' Market","311378","28067","Jones",TRUE
"2833","29071","Missouri","Franklin",c(425813.588810995, 1719936.34271778),4.2695302531056,"City of Union Farmers Market","311275","29071","Franklin",FALSE
"2834","17001","Illinois","Adams",c(407060.85812821, 1895913.6816592),7.08010626595803,"Camp Point Farmers' Market","309741","17001","Adams",FALSE
"2835","51690","Virginia","Martinsville",c(1421774.76822594, 1636199.24227416),0.887868231216247,"Martinsville Uptown Farmers' Market","313156","51690","Martinsville",FALSE
"2836","56019","Wyoming","Johnson",c(-843647.50464481, 2385537.61534052),22.2313666512272,"Buffalo Farmers' Market","313692","56019","Johnson",TRUE
"2837","21191","Kentucky","Pendleton",c(1000383.93215012, 1802130.38950817),2.22061166436054,"Pendleton County Farmers Market","301230","21191","Pendleton",FALSE
"2838","26107","Michigan","Mecosta",c(855828.04032857, 2342356.7486594),8.28208322462901,"Big Rapids Farmers' Market","310910","26107","Mecosta",FALSE
"2839","29185","Missouri","St. Clair",c(193336.067770765, 1669252.14214721),22.9453161328738,"Golden Valley Produce & Craft Market","311301","29083","Henry",TRUE
"2840","30097","Montana","Sweet Grass",c(-1080649.12278965, 2615489.75294178),31.5324899546679,"Annual Farmers' Market","311406","30095","Stillwater",TRUE
"2841","35041","New Mexico","Roosevelt",c(-684923.380675862, 1244273.0384892),52.2906668516666,"Fort Sumner Farmers' Market","311753","35011","De Baca",TRUE
"2842","29073","Missouri","Gasconade",c(388244.911370623, 1721387.22253621),18.9552218323982,"Hermann Farmers' Market","311304","29073","Gasconade",FALSE
"2843","30095","Montana","Stillwater",c(-1040998.90916526, 2593510.06873556),10.7699693192607,"Annual Farmers' Market","311406","30095","Stillwater",FALSE
"2844","31113","Nebraska","Logan",c(-370928.013026745, 2071158.46930014),44.8248756439889,"Market on the Square (BrokenkBow)","301107","31041","Custer",TRUE
"2845","35003","New Mexico","Catron",c(-1135472.7634016, 1279603.23412036),78.7119667746391,"Silver City Farmers' Market Midweek Market","301341","35017","Grant",TRUE
"2846","50005","Vermont","Caledonia",c(1876844.62805354, 2623317.78333477),4.09970008342272,"Danville Farmers' Market","313301","50005","Caledonia",FALSE
"2847","18087","Indiana","LaGrange",c(872489.201897418, 2119514.27390772),5.42196013791664,"Howe Farmers Market","310070","18087","LaGrange",FALSE
"2848","39071","Ohio","Highland",c(1058141.59155416, 1864733.49071532),25.5243641172651,"Brown County Farmers' Markets","312174","39015","Brown",TRUE
"2849","40055","Oklahoma","Greer",c(-322501.849799145, 1325650.07373353),27.0098346468256,"Hobart Main Street Farmers Market","312380","40075","Kiowa",TRUE
"2850","19033","Iowa","Cerro Gordo",c(221826.857234806, 2234999.57661015),4.9689858571562,"North Iowa Winter Farmers' Market","310253","19033","Cerro Gordo",FALSE
"2851","05083","Arkansas","Logan",c(206056.572515943, 1353330.19040481),5.41609168893135,"Paris Arkansas Farmers Market","308423","05083","Logan",FALSE
"2852","18169","Indiana","Wabash",c(851848.949955048, 2027475.7056324),19.8562171755419,"Sweetser's Farmer's Market","310128","18053","Grant",FALSE
"2853","27085","Minnesota","McLeod",c(136378.268375186, 2427314.14432351),6.53489628099164,"Hutchinson Farmers' Market","307696","27085","McLeod",FALSE
"2854","12067","Florida","Lafayette",c(1232009.77664183, 850982.165643504),24.4279591694288,"Live Oak Farmers' Market","309377","12121","Suwannee",TRUE
"2855","48463","Texas","Uvalde",c(-365340.713786223, 705337.130907772),54.175353863735,"Tri County Farmers Market Association","312981","48325","Medina",TRUE
"2856","38039","North Dakota","Griggs",c(-169713.097586332, 2720224.92670734),39.1899339040966,"Lake Leelanau Farmers Market","311032","38063","Nelson",TRUE
"2857","01083","Alabama","Limestone",c(817134.585569059, 1344349.1895112),0.744360274195404,"Athens Farmers' Market","308283","01083","Limestone",FALSE
"2858","16011","Idaho","Bingham",c(-1318965.50349488, 2360989.48446151),21.6849116433108,"Farmers' Market at the Mall","309687","16005","Bannock",TRUE
"2859","48415","Texas","Scurry",c(-457843.136057973, 1086823.95706898),71.8082711923488,"Abilene Farmers Market","314320","48441","Taylor",TRUE
"2860","28159","Mississippi","Winston",c(645577.364566133, 1136839.03061104),3.59264387392215,"Winston County Farmers' Market","311404","28159","Winston",FALSE
"2861","30025","Montana","Fallon",c(-648823.20380371, 2622614.64799146),54.8748305660732,"Glendive Farmers' & Flea Market","311417","30021","Dawson",TRUE
"2862","40153","Oklahoma","Woodward",c(-290031.273196983, 1491040.43659625),7.23300782884151,"Woodward Farmers' Market Association","300358","40153","Woodward",FALSE
"2863","26149","Michigan","St. Joseph",c(860821.765644823, 2148812.6350601),5.13039832947538,"Huss Project Farmers Market","311019","26149","St. Joseph",FALSE
"2864","18151","Indiana","Steuben",c(907442.178802257, 2123638.2982382),0.848694220597754,"Steuben County Farmers' Market","310126","18151","Steuben",FALSE
"2865","01113","Alabama","Russell",c(1011232.30402736, 1081521.83316442),15.3742668945693,"Russell County Farmers' Market","308362","01113","Russell",FALSE
"2866","21093","Kentucky","Hardin",c(874935.301608169, 1675197.9050371),2.98612440310731,"Thomas Dairy Farm and Market","310514","21093","Hardin",FALSE
"2867","26053","Michigan","Gogebic",c(485882.430211949, 2618339.49520953),23.1137063059848,"Old Depot Farmers Market","311078","26053","Gogebic",TRUE
"2868","40141","Oklahoma","Tillman",c(-266793.602071713, 1260753.35650977),33.1441842427011,"Lawton Farmers Market","312386","40031","Comanche",TRUE
"2869","47013","Tennessee","Campbell",c(1050354.98834645, 1549497.8592997),21.4320373181878,"Union County Farmers' Market","301135","47173","Union",TRUE
"2870","51171","Virginia","Shenandoah",c(1489961.99271972, 1896033.85634591),3.57790826383508,"South Street Barn Market","313220","51171","Shenandoah",FALSE
"2871","55037","Wisconsin","Florence",c(590430.092565709, 2563663.80168003),16.1932427512626,"Iron Mountain Farmers & Artisans Market","311022","26043","Dickinson",FALSE
"2872","12093","Florida","Okeechobee",c(1496143.42920735, 599461.215550934),30.2354265616356,"Lake Placid Farmers Market","313893","12055","Highlands",TRUE
"2873","22073","Louisiana","Ouachita",c(359340.92353334, 1052373.06781875),2.30571883960586,"West Monroe Farmers' Market","310580","22073","Ouachita",FALSE
"2874","30043","Montana","Jefferson",c(-1239730.2008133, 2678492.2136789),6.39679578996287,"Boulder Farmers and Artisan's Market","300036","30043","Jefferson",FALSE
"2875","37027","North Carolina","Caldwell",c(1287106.38080641, 1531541.75008164),2.78734924464717,"Lenoir Downtown Farmers Market","311510","37027","Caldwell",FALSE
"2876","48213","Texas","Henderson",c(13736.2978959401, 1015422.85721974),0.38216417128088,"Athens Farmers Market","312840","48213","Henderson",FALSE
"2877","53025","Washington","Grant",c(-1768354.87841465, 2909596.11677035),9.33538137774403,"Ephrata Farmers' Market","313373","53025","Grant",FALSE
